fips,opioid_presc_rate,total_population,average_household_size,percent_grad_high_school,median_household_income,perc_male,perc_foreign_born,poverty_population,f,overdose_death_rate_2
31131,86.9,15842,2.41,0.9096191091026469,50275,0.4949501325590203,0.041282666330008835,1696,10,9.05
31133,70.9,2726,2.13,0.927521540800811,41161,0.5069699192956714,0.008437270726338958,446,18,17.05
31135,68,2924,2.32,0.8988818667963053,55893,0.493844049247606,0.021203830369357045,198,10,9.05
31137,114.5,9216,2.4,0.9267907857368255,50404,0.4990234375,0.024305555555555556,706,10,9.05
31139,28.6,7184,2.4,0.9387295081967213,54482,0.5055679287305123,0.008351893095768375,417,8,7.05
31141,77.4,32642,2.53,0.8802240210843374,56318,0.5079345628331597,0.08099993872924453,2728,8,7.05
31143,24.7,5271,2.37,0.9355277475516867,57312,0.49933598937583,0.028457598178713718,389,8,7.05
31145,111.5,10946,2.27,0.9331619537275064,42931,0.5006395030148,0.020372738900054813,1118,16,15.05
31147,51.6,8201,2.14,0.9165126826810012,42750,0.4976222411900988,0.0030484087306426044,1557,20,19.05
31149,–,1401,1.94,0.9240265906932573,48456,0.4846538187009279,0.004282655246252677,162,4,3.05
31151,52.8,14360,2.61,0.8409064896417534,51738,0.517966573816156,0.12047353760445682,1492,10,9.05
31153,53.3,169192,2.71,0.9540747833760479,70543,0.4998699702113575,0.05263251217551657,10684,6,5.05
31155,31.6,20913,2.56,0.9344435819631642,60854,0.505331611916033,0.016257830057858746,2001,8,7.05
31157,94.2,36684,2.42,0.8663645271925526,45992,0.4824719223639734,0.04942209137498637,4877,10,9.05
31159,51.6,16998,2.46,0.9299823796717055,59662,0.5112366160724792,0.01759030474173432,1467,8,7.05
31161,0.8,5294,2.29,0.9018469656992084,41985,0.4926331696259917,0.01303362296939932,857,10,9.05
31163,2.1,3107,2.21,0.9045514803358374,46366,0.49372384937238495,0.0054715159317669775,411,8,7.05
31165,–,1249,2.28,0.9354838709677419,41215,0.5212169735788631,0.02321857485988791,156,2,1
31167,–,6081,2.61,0.9193628670980587,53416,0.49942443677026804,0.024502548922874526,701,10,9.05
31169,4.1,5182,2.15,0.9169531869875694,45741,0.4926669239675801,0.010034735623311463,604,10,9.05
31171,–,675,2.25,0.9395833333333333,51000,0.5274074074074074,0.028148148148148148,55,2,1
31173,1.6,6946,3.3,0.8680189673340358,41266,0.4938093866973798,0.015116613878491218,2090,12,11.05
31175,7.2,4254,2.21,0.9354515050167224,44612,0.500470145745181,0.0028208744710860366,540,16,15.05
31177,58.3,20257,2.48,0.9570894153891293,65370,0.49247173816458506,0.009231376808016981,1880,8,7.05
31179,51.4,9425,2.33,0.9443481609859427,54159,0.51342175066313,0.03183023872679045,1115,4,3.05
31181,5.6,3697,2.31,0.9074500768049155,40256,0.4849878279686232,0.018122802272112524,459,6,5.05
31183,–,847,2.18,0.9493670886075949,46394,0.5100354191263282,0,61,4,3.05
31185,99.8,13825,2.31,0.940312799233961,51802,0.4941772151898734,0.02112115732368897,1393,10,9.05
33001,68.6,60399,2.42,0.9165285315288721,62159,0.48962731171045876,0.03331180979817547,6214,20,19.05
33003,75.1,47513,2.22,0.9311655056581954,53306,0.49906341422347567,0.031002041546524108,4484,22,21.05
33005,65.1,76430,2.34,0.9227885626852825,57782,0.4861311003532644,0.029216276331283528,8467,14,13.05
33007,70.8,31870,2.13,0.8727877025342751,42312,0.5091308440539692,0.03508001255098839,4257,22,21.05
33009,67.8,89341,2.35,0.9205858421480879,55762,0.49276368072889265,0.05775623733784041,9609,14,13.05
33011,54.6,403972,2.55,0.9123399556124443,71244,0.49558137692711374,0.08912746427970256,34681,18,17.05
33013,73.7,147262,2.49,0.9282279487328641,65983,0.4921160924067309,0.041701185641917125,12840,18,17.05
33015,63.1,299006,2.51,0.9472250787702913,81198,0.4944282054540712,0.046577660648950185,16192,16,15.05
33017,79.9,125273,2.48,0.9191808873720136,60711,0.487766717489004,0.0525651976084232,12997,18,17.05
33019,54.9,43135,2.44,0.8948491701971777,56032,0.4910629419265098,0.0253390518140721,4099,16,15.05
34001,74.5,275376,2.64,0.8460627274376514,54461,0.4837640171983034,0.16476381383998606,40868,24,23.05
34003,42.5,926330,2.73,0.9164225037738923,85806,0.4836818412444809,0.3018967322660391,67959,12,11.05
34005,69,450556,2.66,0.926862295239776,78621,0.4919987748470778,0.09312937792416481,27881,16,15.05
34007,84.8,511998,2.71,0.879257323534932,62185,0.4831464185406974,0.1091351919343435,66802,26,25.05
34009,88.2,95805,2.3,0.8947778092272856,57637,0.48658211993111006,0.055800845467355566,9744,20,19.05
34011,91.7,157035,2.86,0.775039993941746,49984,0.5154137612634127,0.10402776451109626,25760,14,13.05
34013,39.6,791609,2.77,0.8419397266540859,53976,0.480315408238158,0.2551891148281538,133788,16,15.05
34015,78.6,290298,2.74,0.9166488129852376,76727,0.48589036093944843,0.05446816719371129,23200,24,23.05
34017,36.9,662619,2.63,0.8291046264505241,59741,0.496822457551021,0.4191398073402664,114900,12,11.05
34019,42.8,126250,2.6,0.9442838429920051,105444,0.49822574257425745,0.08685940594059406,5379,10,9.05
34021,54.1,370212,2.69,0.8743842563758281,72804,0.4893358400051862,0.2147904443940229,40354,12,11.05
34023,41.4,830300,2.85,0.8875531879012947,79593,0.4918390943032639,0.31886787907985065,70908,12,11.05
34025,55.1,629185,2.67,0.9271176776246511,85242,0.48666131582920763,0.13300380651159835,46492,14,13.05
34027,42.3,498192,2.72,0.9379413040335406,100214,0.48991954908950763,0.18785929922600123,22068,12,11.05
34029,66.5,583450,2.59,0.9050281134077227,61994,0.4803462164709915,0.07931442282971977,64795,18,17.05
34031,45.9,507574,3.09,0.823099609186529,59739,0.48667977477175745,0.28294593497696885,83203,12,11.05
34033,72,65120,2.61,0.8641868319889785,61831,0.4860718673218673,0.052395577395577396,8602,22,21.05
34035,37,330604,2.81,0.9417940858751307,100667,0.48774969449855415,0.2419087488354648,16479,10,9.05
34037,59.6,145930,2.67,0.938921460612261,86565,0.4960666072774618,0.07754402795861029,8237,14,13.05
34039,40.8,548744,2.91,0.8561866840023836,69594,0.487044960856064,0.2952214511684866,59034,10,9.05
34041,70.6,107226,2.52,0.9007356875334404,70471,0.48620670359800794,0.09246824464215768,8394,12,11.05
35001,68.7,673943,2.52,0.879309351752983,47725,0.490513292667184,0.10720046057307517,128917,NA,NA
35003,–,3583,2.44,0.940822111977321,42973,0.5313982696064751,0.020373988277979347,615,NA,NA
35005,81.2,65811,2.72,0.7806368372364769,40630,0.49757639300420903,0.13263740104237892,14013,NA,NA
35006,39.9,27382,2.98,0.8142109611677224,34565,0.5046015630706303,0.05967423855087284,7489,20,19.05
35007,69.9,12997,2.26,0.8861093519104919,32380,0.5008848195737478,0.036854658767407865,2490,30,29.05
35009,63.6,50497,2.72,0.8236396514877528,41084,0.5166247499851476,0.08582688080480029,10338,16,15.05
35011,7.3,2020,3.84,0.8317689530685921,32500,0.449009900990099,0.05297029702970297,454,30,29.05
35013,46.8,213963,2.8,0.7827820912395292,38853,0.49223931240448116,0.16579502063440876,58846,24,23.05
35015,89.5,55641,2.66,0.8320376262276941,56618,0.5077371003396776,0.05605578620082313,6237,NA,NA
35017,83.8,29119,2.37,0.8473948433006775,38311,0.4939386654761496,0.04055771145987156,5940,NA,NA
35019,7,4526,3.28,0.7486322188449848,30772,0.5788775961113566,0.019885108263367212,552,NA,NA
35021,–,565,2.99,0.8852459016393442,33393,0.5168141592920354,0.024778761061946902,59,14,13.05
35023,–,4643,2.47,0.7643042912873862,34444,0.4981692870988585,0.0872280852896834,1054,NA,NA
35025,72.2,68149,3.08,0.7186751405524322,57533,0.5136832528723826,0.15872573331963785,9859,20,19.05
35027,92.6,19931,2.33,0.8829872204472844,40708,0.49661331593999297,0.07079424012844313,3271,NA,NA
35028,70.6,17939,2.34,0.9699520176197594,101934,0.5116784659122582,0.10273705334745527,1092,20,19.05
35029,72.8,24789,2.7,0.6869401816473536,27476,0.49832587034571785,0.170156117632821,7236,20,19.05
35031,22.6,73998,3.97,0.7355806114146228,28772,0.4821887078029136,0.022662774669585665,27493,18,17.05
35033,–,4660,2.81,0.8358585858585859,23822,0.4776824034334764,0.0027896995708154505,1092,NA,NA
35035,55.9,65318,2.63,0.8298893164220227,39775,0.5110229951927493,0.12152852200006124,14387,26,25.05
35037,86.8,8698,2.59,0.8396796862232391,29113,0.48470912853529546,0.02655782938606576,1484,NA,NA
35039,83,39949,2.86,0.8145025924129956,36098,0.49125134546546845,0.05682244862199304,9413,NA,NA
35041,27,19908,2.62,0.8014495347172512,35546,0.5061281896724935,0.09689572031344183,4918,20,19.05
35043,54.6,136638,2.83,0.9048668684476028,58982,0.49137867943031954,0.054560224827646775,19305,22,21.05
35045,67.9,125133,3.04,0.8217614609092638,48671,0.49566461285192553,0.037384223186529536,24755,20,19.05
35047,68.8,28668,2.51,0.8168185075237998,29237,0.4963722617552672,0.03756802009208874,8093,NA,NA
35049,82,147108,2.35,0.8765491077701278,54315,0.48705033036952444,0.13326263697419582,22477,NA,NA
35051,91.6,11615,2.25,0.8313921242373822,29356,0.501248385708136,0.04278949634093844,2360,NA,NA
35053,59.3,17494,3.43,0.768023410481511,34037,0.5210357836972677,0.0451011775465874,4278,30,29.05
35055,85.8,32943,2.44,0.874414976599064,36582,0.48790334820750997,0.06034665938135567,7909,NA,NA
35057,26,15853,2.81,0.8314001278655585,32083,0.5209108686053113,0.05595155491074245,4833,NA,NA
35059,44.7,4339,2.39,0.8007060333761232,36070,0.5581931320580779,0.06337865867711455,498,22,21.05
35061,79.6,76297,2.78,0.813663977691465,41703,0.5021167280495956,0.08153662660392938,17604,NA,NA
32001,108,24252,2.51,0.8959025470653378,47415,0.5099785584694045,0.06448952663697839,3802,26,25.05
32003,77.5,2035572,2.78,0.8449547503170746,51575,0.5010517928130275,0.21890898479641102,315358,30,29.05
32005,104.4,47259,2.37,0.9282649201061487,58535,0.5026555788315453,0.07505448697602574,4984,22,21.05
32007,64,51562,2.87,0.8341118584952666,71799,0.5226911291261006,0.09287847639734688,5574,14,13.05
32009,–,1141,2.35,0.8695136417556346,39271,0.45574057843996496,0.1411042944785276,194,14,13.05
32011,–,1669,2.17,0.911361804995971,60250,0.4775314559616537,0.01018573996405033,162,18,17.05
32013,78.8,17067,2.74,0.8386887072808321,65212,0.5256342649557626,0.10710728306087772,1762,14,13.05
32015,0.3,5946,2.79,0.8095487932843651,78190,0.5433905146316852,0.12243525058863101,676,26,25.05
32017,85.6,5194,2.55,0.9012027491408935,44866,0.5494801694262611,0.023488640739314594,631,NA,NA
32019,92.4,51657,2.63,0.8493184840425532,47255,0.503339334456124,0.0710649089184428,8482,18,17.05
32021,120.5,4566,2.25,0.8740480374926772,38923,0.5328515111695138,0.04533508541392904,907,NA,NA
32023,137,42625,2.42,0.8490796012126137,41712,0.49686803519061584,0.07329032258064516,7658,NA,NA
32027,38.9,6722,2.29,0.7827648114901257,45230,0.6627491817911336,0.10413567390657542,832,20,19.05
32029,–,3929,2.2,0.9239854633555421,64832,0.4790022906592008,0.023415627386103335,293,30,29.05
32031,83.4,435019,2.58,0.8672879604718013,52870,0.5029550433429344,0.14789928715757242,65248,28,27.05
32033,101.3,9974,2.71,0.8364392201834863,57122,0.5671746541006617,0.0382995789051534,987,NA,NA
32510,130.1,54482,2.43,0.8680028001763074,47668,0.5131786645130502,0.11702947762563783,8787,22,21.05
36001,46.6,307463,2.35,0.9276702740854017,59887,0.4838826135177241,0.08814393927074152,39349,10,9.05
36003,58.8,48070,2.36,0.8858283171944518,42776,0.5057832327855211,0.022363220303723737,7285,10,9.05
36005,30.7,1428357,2.86,0.7060884893669548,34299,0.47078356461304843,0.34404214072532285,427574,18,17.05
36007,69.6,198093,2.37,0.8985518286876566,46261,0.4915014664829146,0.0626170536061345,33615,10,9.05
36009,73.4,78962,2.41,0.8785575194727382,42601,0.4950355867379246,0.01994630328512449,13954,8,7.05
36011,49.3,79173,2.43,0.877016890615725,52082,0.5124979475326185,0.025210614729768988,9010,10,9.05
36013,72.6,132646,2.36,0.8818215033048793,42993,0.49587624202765257,0.020136302640109766,23894,8,7.05
36015,84.6,88267,2.35,0.8967776991092158,50320,0.49594978870925716,0.02730352226766515,13044,10,9.05
36017,52.6,49549,2.49,0.8720717108654562,45668,0.4980524329451654,0.01796201739692022,7741,8,7.05
36019,76.9,81685,2.32,0.8572205701022703,49930,0.5154801983228254,0.04529595396951705,12163,10,9.05
36021,61.5,62195,2.37,0.8844947467701959,59105,0.5023554948146958,0.06103384516440228,7067,10,9.05
36023,59.4,49043,2.54,0.8987591097104589,49514,0.48775564300715696,0.019044511958893215,6675,10,9.05
36025,66.3,46901,2.31,0.8696358223318197,43720,0.5013752372017655,0.03720602972218076,6799,12,11.05
36027,55.6,296928,2.61,0.8992583650387639,71904,0.49730237633365665,0.1159001508783274,26229,10,9.05
36029,67,921584,2.33,0.9043722264698232,51247,0.4836900380214934,0.06661356968002917,134715,8,7.05
36031,46.8,38912,2.37,0.8882517530830081,52758,0.521253083881579,0.036646792763157895,3894,10,9.05
36033,67.7,51280,2.36,0.8492782813024505,47923,0.5509555382215289,0.03783151326053042,9213,8,7.05
36035,69.1,54606,2.4,0.8604177411036616,46969,0.49842508149287623,0.02433798483683112,9100,8,7.05
36037,54.9,59458,2.45,0.9078947368421053,50880,0.49811631740051804,0.02337784654714252,7748,8,7.05
36039,64.6,48312,2.55,0.865441948948011,50278,0.5173869846000994,0.061972180824639844,5813,14,13.05
36041,–,4760,3.38,0.9066553863508178,48243,0.5054621848739496,0.021218487394957984,609,8,7.05
36043,49.9,64034,2.4,0.8977680977186995,46229,0.4934566011806228,0.031342724177780557,9145,10,9.05
36045,59.4,118947,2.54,0.8940431405450756,49505,0.5201896643042699,0.0394125114546815,16938,10,9.05
36047,23.3,2595259,2.74,0.793070826037783,48201,0.47355620383167923,0.37464237673388284,597404,16,15.05
36049,41,27124,2.54,0.8899459459459459,49819,0.5056407609497124,0.016553605662881582,3238,10,9.05
36051,49.2,64801,2.42,0.8860762468857237,51734,0.5010570824524313,0.03334825079859879,8681,8,7.05
36053,59.5,72427,2.55,0.9043098378560027,54145,0.49217833128529415,0.02316815552211192,8180,10,9.05
36055,49.1,749356,2.41,0.9015307700237088,52553,0.4831094966878226,0.08299793422618888,110192,8,7.05
36057,81.5,49779,2.5,0.8434719183078045,43764,0.4922557705056349,0.03230277827999759,10053,8,7.05
36059,40.7,1354612,3.03,0.9075924167055704,99465,0.48481631640646916,0.21656459561852398,82146,10,9.05
36061,39.3,1629507,2.09,0.8662374413768189,72871,0.4721882139812839,0.2894028684749437,283590,16,15.05
36063,76.2,214150,2.39,0.9046268557353039,49449,0.4864487508755545,0.03978052766752276,28816,10,9.05
36065,61.8,233558,2.43,0.8782512555280714,48246,0.4980946916825799,0.07687169782238244,37760,8,7.05
36067,55.8,468304,2.43,0.902085909908072,55092,0.48296832826540026,0.07399680549386724,69487,10,9.05
36069,51.6,109192,2.38,0.9225673097307611,57416,0.4906403399516448,0.036788409407282584,10975,8,7.05
36071,58.6,375384,2.9,0.8906743874377323,70848,0.5004821729215949,0.11040427935127763,46731,10,9.05
36073,49.9,42204,2.43,0.8541103299080585,46359,0.4976068619088238,0.03364609989574448,6173,8,7.05
36075,58,121183,2.57,0.8636556827841392,47860,0.5008210722626111,0.019020819751945407,21615,10,9.05
36077,56.5,61399,2.36,0.8993317041544062,48588,0.4865388687112168,0.0359777846544732,9275,10,9.05
36079,41,99488,2.84,0.9236699411739324,96148,0.49852243486651654,0.1266986973303313,5212,10,9.05
36081,23.9,2301139,2.91,0.8041907813433153,57720,0.48474212118433524,0.4783505038157191,343834,12,11.05
36083,57.6,159900,2.43,0.9081477686494794,60709,0.4937085678549093,0.04697936210131332,19186,8,7.05
36085,44.8,472481,2.81,0.8869920288438565,73197,0.48404697755042003,0.2161462577331152,58470,18,17.05
36087,34.6,320688,3.17,0.873185373029356,84855,0.4903519932145886,0.212178191887442,46118,8,7.05
36089,69.9,112011,2.42,0.8796049711495784,44705,0.5089410861433252,0.04417423288784137,19494,8,7.05
36091,51.1,223774,2.44,0.9411967206844233,71496,0.49318508852681725,0.049103112962185065,14583,8,7.05
36093,53.5,154796,2.65,0.9049564888384412,58114,0.4858652678363782,0.09722473448926329,19028,10,9.05
36095,47.7,31913,2.46,0.8820714253465167,51195,0.49967098047817504,0.027418293485413466,3936,8,7.05
36097,57.9,18410,2.35,0.8988180380938041,47680,0.5030961434003259,0.01634980988593156,2595,10,9.05
36099,45.4,35144,2.37,0.8531359094739377,49292,0.5271739130434783,0.021483041201912134,4081,10,9.05
36101,67.2,98665,2.36,0.8925549667710865,47280,0.495484721025693,0.024375411746820046,15888,8,7.05
36103,51.3,1501373,2.98,0.8993225607789085,88663,0.49235599681091907,0.15141074203412477,103269,12,11.05
36105,70.2,76330,2.54,0.8601039195752852,50710,0.5108345342591379,0.09931874754356085,12868,16,15.05
36107,43.4,50199,2.5,0.9090986684875384,57514,0.4939142213988326,0.02559811948445188,4801,10,9.05
36109,52.6,103855,2.35,0.942366367176306,52624,0.49227288045833134,0.1274469211881951,18547,8,7.05
36111,67.6,181300,2.44,0.8968926443976731,58918,0.49734693877551023,0.0746276889134032,22290,10,9.05
36113,82.9,65180,2.4,0.9088542217894715,56798,0.49059527462411784,0.03418226449831237,7685,8,7.05
36115,66.2,62700,2.45,0.8848036476609821,51143,0.5178787878787878,0.02358851674641148,8004,8,7.05
36117,54.3,92416,2.48,0.8958612940478792,50798,0.49478445290858725,0.027603445290858727,11541,8,7.05
36119,35,967315,2.75,0.875328020289477,83958,0.48277551779926914,0.25301582214687046,90752,8,7.05
36121,51.5,41446,2.38,0.8722988234500894,52564,0.5414756550692468,0.01742025768469816,4425,8,7.05
36123,33.5,25187,2.46,0.85755761204863,49510,0.48719577559852306,0.018223686822567198,3446,8,7.05
39001,83.9,28229,2.56,0.7797133291483574,35560,0.49442063126571967,0.004711466931170073,6832,28,27.05
39003,89.8,105196,2.53,0.8933143054834803,44103,0.5036027985854975,0.012443438914027148,17713,10,9.05
39005,45.1,53189,2.5,0.8779766138439216,48003,0.489198894508263,0.01925210099832672,7569,10,9.05
39007,67.6,99777,2.48,0.8546908269239125,40544,0.5017388776972649,0.013650440482275475,19266,16,15.05
39009,83.2,64974,2.47,0.8976845438353453,33872,0.49992304614153354,0.04347893003355188,18263,22,21.05
39011,50.1,45873,2.49,0.924765902486277,54274,0.49582543108146404,0.011313844745274998,4010,12,11.05
39013,88.3,69560,2.35,0.8949293890877621,43833,0.5100488786659,0.010681426106958021,9553,16,15.05
39015,86.6,44247,2.62,0.8384747215081405,45568,0.49445160123850207,0.0058987049969489455,6442,30,29.05
39017,77,372538,2.68,0.8960799534251892,57540,0.4898023825757372,0.05233828495348126,50312,22,21.05
39019,41.7,28361,2.54,0.8700674201863969,47075,0.49973555234300626,0.00927329783858115,4317,16,15.05
39021,70.3,39393,2.53,0.8780478669613094,50974,0.4988957428984845,0.0070063209199603994,4756,14,13.05
39023,104.5,136827,2.44,0.867855225002685,43625,0.4839468818288788,0.02107040277138284,24419,24,23.05
39025,82.3,200285,2.65,0.8950474058369595,60805,0.4937114611678358,0.02286741393514242,21127,24,23.05
39027,102.8,41892,2.53,0.8797516335150356,46787,0.4944619497756135,0.010407715076864318,6425,26,25.05
39029,84.2,105987,2.43,0.8709352955968184,44497,0.5016275580967477,0.009501165237246078,15730,16,15.05
39031,80.7,36724,2.53,0.8503013003488741,41701,0.49806665940529354,0.005255418799695022,5835,12,11.05
